cn-xn,Xining,city,cn,🇨🇳,2,28,14000,8,72,30.5,.742,68,75.5,6.5,5,90,,2.8,5.8,6.2,15.2,1,0,8.5,22.5,82.0,3.2,1.0,0.8,,250,32.5,12.8,5.2
cn-yc2,Yinchuan,city,cn,🇨🇳,3,32,10667,9,78,30.2,.758,72,76.5,10.2,8,93,,2.8,5.2,5.5,18.5,2,0,12.5,32.5,25.0,3.5,1.2,1.0,,333,34.8,11.5,5.5
cn-wlmq,Urumqi,city,cn,🇨🇳,4,55,13750,14,95,32.5,.762,72,76.2,9.8,18,94,,2.8,6.2,5.8,12.5,8,1,5.5,48.5,28.0,4.2,1.5,1.0,,286,33.2,12.2,4.8
cn-ls,Lhasa,city,cn,🇨🇳,1,12,12000,30,48,28.5,.668,55,72.8,3.2,3,72,,2.8,5.0,8.5,3.5,0,0,12.5,15.5,92.0,2.5,0.5,0.5,,33,27.5,15.5,4.5
cn-ty2,Taizhou JiangSu,city,cn,🇨🇳,5,88,17600,6,68,31.2,.808,75,79.5,7.5,5,97,,2.2,4.2,5.5,35.2,28,2,18.5,32.5,12.0,3.2,1.2,2.0,,833,40.2,7.5,6.8
cn-xt,Xuzhou,city,cn,🇨🇳,9,118,13111,12,67,31.5,.802,74,78.5,7.8,18,96,,2.5,4.8,5.5,22.5,18,3,22.5,42.5,12.0,3.8,1.5,2.0,,750,38.5,9.2,6.5
cn-cz,Changzhou,city,cn,🇨🇳,5,140,28000,4,77,32.2,.842,82,81.2,9.8,12,99,,3.0,4.2,6.2,38.5,52,5,33.5,35.2,12.0,3.0,1.2,3.0,,1250,41.5,7.0,6.2
cn-jx2,Jiaxing,city,cn,🇨🇳,5,95,19000,4,72,32.5,.832,80,80.8,8.2,5,98,,2.5,4.0,5.8,38.5,35,5,48.5,28.5,12.0,2.8,1.2,2.5,,1250,39.8,7.5,6.0
cn-zy,Zhenjiang,city,cn,🇨🇳,3,72,24000,4,74,31.5,.838,80,80.5,8.5,8,98,,2.8,4.5,6.0,32.5,25,3,24.5,32.5,15.0,3.2,1.2,2.5,,750,41.2,7.2,6.5
cn-yz,Yangzhou,city,cn,🇨🇳,5,95,19000,7,70,31.2,.825,78,80.2,6.8,8,97,,2.5,4.5,5.8,32.5,22,2,22.5,32.5,12.0,3.2,1.2,2.2,,714,40.5,7.5,7.0
cn-hs,Huizhou,city,cn,🇨🇳,6,82,13667,11,73,34.5,.808,78,79.5,7.5,5,96,,2.2,3.2,5.2,42.5,32,5,62.5,28.5,12.0,2.8,1.5,1.8,,545,34.5,10.2,4.5
cn-zs,Zhongshan,city,cn,🇨🇳,4,58,14500,2,88,35.8,.818,82,80.2,6.2,3,97,,2.2,3.2,5.5,45.8,42,3,18.5,28.5,8.0,2.5,1.2,2.0,,2222,36.2,9.8,4.2
cn-fs,Foshan,city,cn,🇨🇳,10,185,18500,4,95,35.2,.835,82,80.5,8.5,12,97,,2.5,3.5,5.8,48.5,95,8,35.5,32.5,12.0,3.0,1.5,2.5,,2500,35.5,10.5,4.2
cn-zh,Zhuhai,city,cn,🇨🇳,2,55,27500,2,90,34.5,.858,88,81.8,5.5,5,99,,3.2,3.8,6.2,28.5,18,5,42.5,22.5,15.0,2.8,1.5,2.8,,1176,35.8,9.2,3.8
cn-pt,Putian,city,cn,🇨🇳,3,42,14000,4,62,32.5,.798,72,78.8,5.8,3,95,,2.0,4.2,5.2,32.5,12,2,58.5,22.5,28.0,3.2,1.2,1.5,,750,37.5,10.2,5.8
cn-qz,Quanzhou,city,cn,🇨🇳,9,160,17778,11,69,33.2,.815,76,79.5,7.2,8,96,,2.2,3.8,5.5,42.5,52,5,58.5,25.5,28.0,3.0,1.5,1.8,,818,37.2,10.5,5.5
cn-ly,Luoyang,city,cn,🇨🇳,7,82,11714,15,62,32.2,.785,70,77.5,7.8,15,95,,2.5,5.5,5.2,22.5,12,2,50.5,48.5,12.0,4.2,1.5,1.5,,467,37.8,9.8,6.5
cn-zy2,Zhuzhou,city,cn,🇨🇳,4,52,13000,11,62,33.2,.792,72,78.2,6.5,8,95,,2.2,5.2,5.2,28.5,8,1,55.5,32.5,22.0,3.5,1.2,1.5,,364,37.2,9.8,6.2
cn-xz2,Xuancheng,city,cn,🇨🇳,3,28,9333,12,55,30.8,.782,68,78.0,4.8,3,94,,2.0,4.2,4.8,25.5,5,1,65.5,28.5,18.0,3.2,1.0,1.2,,250,39.5,8.5,7.2
cn-ha2,Handan,city,cn,🇨🇳,9,65,7222,12,55,31.8,.768,68,77.0,12.5,12,95,,2.2,4.8,5.0,32.5,12,1,18.5,55.5,8.0,4.5,1.5,1.5,,750,37.5,10.2,6.8
cn-bd,Baoding,city,cn,🇨🇳,11,62,5636,22,52,31.5,.762,68,77.2,8.5,15,95,,2.2,4.8,4.8,25.5,8,2,28.5,52.5,12.0,4.2,1.5,1.5,,500,38.2,9.8,6.8
cn-ts,Tangshan,city,cn,🇨🇳,8,125,15625,14,62,32.2,.788,72,77.5,18.5,12,96,,2.5,5.2,5.5,38.5,35,2,22.5,58.5,8.0,3.5,1.2,1.8,,571,39.2,8.5,7.5
cn-ly2,Linyi,city,cn,🇨🇳,11,75,6818,17,55,31.2,.772,68,77.2,5.5,8,94,,2.0,4.5,4.8,22.5,12,1,22.5,42.5,12.0,4.5,1.5,1.2,,647,36.5,10.8,6.2
cn-wf,Weifang,city,cn,🇨🇳,9,98,10889,16,62,32.5,.795,74,78.5,7.2,12,97,,2.5,4.8,5.2,28.5,18,2,15.5,42.5,15.0,3.5,1.5,1.8,,563,39.5,8.8,6.8
cn-yt,Yantai,city,cn,🇨🇳,7,115,16429,14,68,32.2,.818,78,80.2,8.5,12,97,,2.8,4.8,5.5,32.5,28,3,52.5,28.5,18.0,3.2,1.5,2.2,,500,41.2,7.5,7.2
cn-zb,Zibo,city,cn,🇨🇳,5,68,13600,6,73,32.5,.802,75,78.8,10.2,8,97,,2.5,5.0,5.5,35.8,18,2,22.5,42.5,12.0,3.5,1.2,2.0,,833,41.5,8.2,7.5
cn-jh,Jinhua,city,cn,🇨🇳,7,82,11714,11,68,33.5,.812,78,80.0,5.5,5,97,,2.2,4.0,5.5,32.5,22,3,62.5,25.5,15.0,3.0,1.2,2.0,,636,38.5,8.8,5.8
cn-sx2,Shaoxing,city,cn,🇨🇳,5,95,19000,8,72,33.2,.828,80,80.5,7.5,5,98,,2.5,4.2,5.8,35.8,32,3,55.5,28.5,15.0,2.8,1.2,2.5,,625,40.2,7.2,6.2
cn-yc3,Yichang,city,cn,🇨🇳,4,68,17000,21,60,32.8,.808,74,78.8,8.5,5,96,,2.5,5.5,5.5,22.5,12,2,65.5,32.5,82.0,3.5,1.2,2.0,,190,38.5,8.5,6.8
cn-xy,Xiangyang,city,cn,🇨🇳,5,75,15000,20,63,33.2,.802,72,78.5,6.8,8,96,,2.5,5.5,5.5,28.5,12,2,48.5,38.5,42.0,3.8,1.5,1.8,,250,37.5,9.2,6.2
cn-zz2,Zhuzhou,city,cn,🇨🇳,4,52,13000,11,65,33.2,.795,72,78.0,6.8,8,95,,2.2,5.2,5.2,28.5,8,1,58.5,32.5,25.0,3.5,1.2,1.5,,364,37.5,9.5,6.5
cn-hy,Hengyang,city,cn,🇨🇳,7,52,7429,15,52,33.5,.768,68,77.5,4.8,8,94,,2.0,5.0,5.0,22.5,8,1,55.5,32.5,22.0,4.2,1.2,1.2,,467,36.8,10.5,6.8
cn-yy,Yueyang,city,cn,🇨🇳,6,58,9667,15,58,33.2,.782,70,78.0,5.8,5,95,,2.2,5.2,5.2,22.5,8,1,58.5,32.5,25.0,3.8,1.2,1.5,,400,37.2,9.8,6.5
cn-dt,Datong,city,cn,🇨🇳,3,28,9333,14,62,30.8,.762,68,76.5,15.8,8,96,,2.5,5.2,5.5,18.5,3,0,18.5,42.5,18.0,4.5,1.2,1.0,,214,39.5,8.5,7.8
cn-tz,Taizhou Zhejiang,city,cn,🇨🇳,7,82,11714,10,65,33.8,.808,76,80.0,5.8,5,96,,2.2,4.0,5.5,32.5,22,2,55.5,25.5,15.0,3.0,1.2,1.8,,700,39.2,8.2,6.2
cn-ls2,Lishui,city,cn,🇨🇳,3,25,8333,17,58,32.2,.792,72,79.8,3.5,2,95,,2.0,4.0,5.2,18.5,5,1,81.5,18.5,65.0,3.2,1.0,1.2,,176,38.8,8.5,6.8
cn-hz2,Huzhou,city,cn,🇨🇳,3,55,18333,6,68,31.8,.832,80,80.8,6.8,3,98,,2.5,4.2,5.8,35.5,18,2,52.5,25.5,15.0,2.8,1.2,2.5,,500,40.2,7.5,6.2
cn-zz3,Zhangzhou,city,cn,🇨🇳,5,68,13600,13,60,32.5,.798,72,79.2,5.5,3,95,,2.0,3.8,5.2,28.5,15,2,62.5,22.5,28.0,3.2,1.2,1.5,,385,36.5,10.5,5.8
cn-lz2,Liuzhou,city,cn,🇨🇳,4,52,13000,19,54,32.8,.778,68,77.5,7.5,8,94,,2.2,4.8,5.0,32.5,12,1,55.5,28.5,42.0,4.0,1.2,1.2,,211,35.2,10.8,6.0
cn-gl,Guilin,city,cn,🇨🇳,5,38,7600,28,50,32.5,.768,65,77.8,3.8,8,94,,2.2,5.0,4.8,12.5,5,1,68.5,25.5,48.0,4.2,1.2,1.0,,179,36.5,10.2,6.5
cn-wh2,Wuhu,city,cn,🇨🇳,4,65,16250,6,72,31.5,.818,76,79.5,7.2,8,96,,2.5,4.5,5.5,35.8,25,3,32.5,35.5,15.0,3.5,1.5,2.2,,667,38.5,8.5,6.2
cn-bb,Bengbu,city,cn,🇨🇳,3,35,11667,6,60,31.2,.785,70,78.0,5.8,8,95,,2.2,4.5,5.0,22.5,8,1,18.5,38.5,12.0,4.0,1.2,1.5,,500,37.2,10.2,6.8
cn-aq,Anqing,city,cn,🇨🇳,4,35,8750,15,52,31.0,.778,68,77.8,4.5,5,94,,2.0,4.2,4.8,18.5,5,1,42.5,35.5,15.0,4.2,1.0,1.2,,267,39.2,8.8,7.5
cn-yb,Yibin,city,cn,🇨🇳,5,52,10400,13,50,33.8,.778,68,77.5,4.5,5,93,,2.2,5.8,5.0,22.5,8,1,52.5,35.5,52.0,4.0,1.2,1.5,,385,36.8,9.5,6.5
cn-dy,Deyang,city,cn,🇨🇳,4,38,9500,6,55,33.2,.782,70,78.0,5.2,5,94,,2.2,5.5,5.2,28.5,8,1,42.5,35.2,42.0,3.8,1.2,1.5,,667,37.5,9.2,6.8
cn-my,Mianyang,city,cn,🇨🇳,5,55,11000,20,54,33.5,.795,72,78.2,4.8,8,95,,2.5,5.8,5.5,22.5,12,2,48.5,32.5,52.0,3.8,1.5,2.0,,250,37.2,9.5,6.5
cn-nch,Nanchong,city,cn,🇨🇳,6,38,6333,13,45,33.8,.758,62,76.5,3.8,5,92,,1.8,5.5,4.8,15.5,5,1,42.5,38.5,42.0,4.5,1.2,1.0,,462,36.5,10.2,7.2
cn-dz,Dazhou,city,cn,🇨🇳,5,35,7000,17,42,33.5,.752,60,76.2,4.2,5,92,,1.8,5.2,4.8,15.5,5,0,52.5,38.5,45.0,4.5,1.0,0.8,,294,35.8,10.8,7.2
cn-gy2,Ganzhou,city,cn,🇨🇳,9,62,6889,40,50,31.5,.762,65,77.2,3.8,8,93,,1.8,4.8,4.8,18.5,8,2,75.5,28.5,28.0,4.2,1.0,1.0,,225,34.5,12.5,5.8
cn-jdz,Jingdezhen,city,cn,🇨🇳,2,18,9000,5,65,31.2,.778,68,77.5,5.2,3,94,,2.0,4.8,5.0,22.5,3,0,65.5,28.5,22.0,3.5,1.0,1.2,,400,37.5,9.8,6.8
cn-zj2,Zhanjiang,city,cn,🇨🇳,7,52,7429,13,45,34.5,.768,62,77.5,4.5,5,93,,1.8,3.5,4.8,12.5,8,1,38.5,22.5,22.0,3.8,1.2,1.0,,538,33.2,12.5,5.5
cn-mm,Maoming,city,cn,🇨🇳,6,55,9167,11,45,34.2,.772,65,77.8,5.8,3,93,,1.8,3.2,4.8,18.5,12,1,48.5,22.5,15.0,3.5,1.2,1.0,,545,34.5,12.2,5.8
cn-st,Shantou,city,cn,🇨🇳,6,45,7500,2,70,35.5,.788,72,78.2,4.2,5,95,,2.0,3.2,5.0,25.5,12,1,22.5,25.5,12.0,3.2,1.2,1.2,,2727,35.8,10.8,5.5
cn-jm,Jiangmen,city,cn,🇨🇳,5,55,11000,10,68,34.2,.802,75,79.2,5.5,3,96,,2.0,3.5,5.2,32.5,18,2,48.5,25.5,15.0,3.0,1.2,1.5,,500,36.2,10.2,5.2
cn-qhd,Qinhuangdao,city,cn,🇨🇳,3,28,9333,8,58,31.5,.792,72,78.0,6.5,5,96,,2.5,5.0,5.2,15.5,5,1,42.5,32.5,15.0,3.5,1.2,1.5,,375,39.8,8.2,7.2
cn-cz2,Cangzhou,city,cn,🇨🇳,7,62,8857,14,52,31.2,.772,68,77.2,8.5,5,95,,2.0,4.5,4.8,22.5,12,1,8.5,48.5,12.0,4.0,1.2,1.2,,500,38.2,10.2,6.8
cn-lf,Langfang,city,cn,🇨🇳,5,52,10400,6,62,32.2,.795,75,78.0,7.8,5,96,,2.2,4.5,5.0,28.5,15,3,22.5,42.5,12.0,3.5,1.5,1.8,,833,37.5,9.5,6.2
cn-hs2,Huangshan,city,cn,🇨🇳,1,12,12000,10,55,30.2,.788,68,79.5,3.2,2,94,,2.0,4.2,5.0,8.5,2,1,82.5,18.5,35.0,3.2,0.8,1.0,,100,40.5,8.2,7.8
cn-mz,Meizhou,city,cn,🇨🇳,4,22,5500,16,48,34.2,.748,58,77.5,3.2,3,92,,1.5,3.0,4.5,8.5,3,0,72.5,22.5,28.0,4.8,0.8,0.8,,250,38.5,10.5,7.2
cn-sg,Shaoguan,city,cn,🇨🇳,3,22,7333,19,55,33.8,.765,62,77.8,4.2,3,93,,1.8,3.5,4.8,15.5,5,0,72.5,22.5,38.0,4.0,1.0,1.0,,158,37.5,10.2,6.8
cn-qy,Qingyuan,city,cn,🇨🇳,4,25,6250,19,48,33.5,.758,60,77.5,4.5,2,92,,1.5,3.2,4.5,15.5,3,0,72.5,22.5,42.0,4.2,0.8,0.8,,211,35.8,11.5,6.2
cn-hb2,Huaibei,city,cn,🇨🇳,2,18,9000,3,62,31.5,.778,68,77.0,8.5,3,95,,2.0,4.5,5.0,22.5,3,0,18.5,42.5,8.0,4.5,1.0,1.2,,667,39.5,9.2,7.5
cn-sq,Suqian,city,cn,🇨🇳,6,55,9167,8,60,30.8,.788,70,78.2,5.2,3,96,,2.0,4.2,4.8,22.5,8,2,12.5,38.5,12.0,3.8,1.2,1.5,,750,37.8,10.2,6.5
cn-ha3,Huaian,city,cn,🇨🇳,5,65,13000,10,64,31.2,.798,72,78.8,5.8,5,96,,2.2,4.5,5.0,22.5,12,2,12.5,38.5,12.0,3.5,1.2,1.8,,500,38.2,9.8,6.8
cn-lj,Lianyungang,city,cn,🇨🇳,5,55,11000,8,62,31.0,.792,70,78.5,6.2,5,96,,2.0,4.5,5.0,22.5,12,2,18.5,38.5,12.0,3.8,1.2,1.5,,625,38.5,9.5,6.5
cn-yz2,Yancheng,city,cn,🇨🇳,7,110,15714,17,65,30.8,.798,72,78.5,6.5,8,96,,2.2,4.5,5.2,28.5,15,2,8.5,38.5,18.0,3.5,1.2,1.8,,412,40.5,7.5,7.5
cn-dq,Daqing,city,cn,🇨🇳,3,42,14000,22,68,31.2,.798,72,78.0,22.5,5,97,,2.5,5.5,5.5,25.8,12,1,12.5,22.5,8.0,3.2,1.2,1.5,,136,40.5,6.8,8.2
cn-hrb,Harbin,city,cn,🇨🇳,10,82,8200,53,70,30.8,.788,74,77.8,6.8,48,97,,3.0,6.0,5.5,18.5,12,2,45.5,28.5,12.0,4.8,1.5,1.8,,189,42.5,5.8,8.5
cn-ly3,Lianyuan,city,cn,🇨🇳,3,18,6000,8,48,33.2,.748,58,77.0,4.2,2,92,,1.5,4.8,4.5,15.5,2,0,58.5,32.5,28.0,4.5,0.8,0.8,,375,36.8,10.8,7.2
cn-ey,Enshi,city,cn,🇨🇳,4,22,5500,24,42,33.2,.738,55,76.5,3.2,3,91,,1.8,5.5,5.0,8.5,2,0,72.5,25.5,65.0,4.2,0.8,0.8,,167,34.5,11.5,6.5
cn-bh,Beihai,city,cn,🇨🇳,2,22,11000,4,55,32.8,.778,68,78.2,4.5,3,94,,1.8,3.8,4.8,12.5,5,2,42.5,22.5,18.0,3.5,1.0,1.2,,500,34.2,11.8,5.2
cn-yl,Yulin Guangxi,city,cn,🇨🇳,6,28,4667,13,42,32.5,.738,55,77.0,3.5,3,91,,1.5,3.5,4.5,12.5,3,0,55.5,28.5,35.0,4.5,0.8,0.8,,462,33.8,13.2,6.2
cn-zh2,Zhaoqing,city,cn,🇨🇳,4,42,10500,15,52,33.8,.778,68,78.0,4.8,3,93,,1.8,3.5,4.8,18.5,8,1,68.5,22.5,28.0,3.5,1.0,1.2,,267,35.5,11.5,5.8
cn-qj,Qujing,city,cn,🇨🇳,6,42,7000,29,48,33.8,.728,58,75.8,5.2,3,90,,1.8,5.2,5.0,15.5,5,0,48.5,25.5,55.0,4.5,1.0,0.8,,207,33.5,12.5,6.2
cn-dl2,Dali,city,cn,🇨🇳,4,22,5500,29,42,33.5,.718,55,75.5,3.2,3,88,,1.5,4.8,4.8,5.5,2,0,62.5,22.5,72.0,4.2,0.8,0.5,,138,33.2,12.8,6.5
cn-zyt,Zunyi,city,cn,🇨🇳,6,58,9667,31,52,33.5,.748,62,76.2,4.8,5,92,,2.0,5.5,5.0,18.5,5,1,58.5,28.5,48.0,4.2,1.2,1.0,,194,34.2,11.8,6.2
cn-gs2,Ganzhou2,city,cn,🇨🇳,9,62,6889,40,50,31.5,.762,65,77.2,3.8,8,93,,1.8,4.8,4.8,18.5,8,2,75.5,28.5,28.0,4.2,1.0,1.0,,225,34.5,12.5,5.8
cn-jz,Jingzhou,city,cn,🇨🇳,5,42,8400,14,55,33.2,.785,68,77.8,5.2,5,95,,2.2,5.2,5.2,18.5,8,1,25.5,38.5,35.0,4.0,1.2,1.2,,357,37.5,9.5,6.8
cn-ez,Ezhou,city,cn,🇨🇳,1,18,18000,2,68,33.5,.808,75,78.5,8.5,3,96,,2.5,5.5,5.5,28.5,5,1,32.5,38.5,28.0,3.5,1.2,1.8,,500,38.5,9.2,6.5
cn-hg,Huanggang,city,cn,🇨🇳,6,32,5333,18,42,33.2,.758,60,77.0,3.8,3,93,,1.8,5.2,4.8,12.5,3,0,42.5,42.5,35.0,4.5,1.0,0.8,,333,36.5,10.8,7.0
cn-xf,Xianyang,city,cn,🇨🇳,4,42,10500,10,58,32.5,.782,72,77.5,6.5,8,95,,2.5,5.8,5.5,18.5,5,1,35.5,42.5,18.0,4.0,1.2,1.5,,400,38.2,9.5,7.2
cn-bj2,Baoji,city,cn,🇨🇳,4,38,9500,18,55,32.2,.778,70,77.2,6.8,5,95,,2.5,5.5,5.5,22.5,8,1,55.5,42.5,22.0,4.0,1.2,1.2,,222,38.5,9.2,7.5
cn-yl2,Yulin Shaanxi,city,cn,🇨🇳,4,72,18000,43,62,31.5,.788,68,76.8,18.5,3,94,,2.2,5.2,5.2,22.5,12,1,35.5,22.5,28.0,3.5,1.2,2.2,,93,35.5,10.5,5.8
cn-ts2,Tianshui,city,cn,🇨🇳,3,15,5000,14,38,31.0,.708,55,75.5,3.2,3,88,,1.8,4.8,4.5,8.5,1,0,28.5,42.5,32.0,4.5,0.8,0.5,,214,34.8,11.5,7.2
cn-ww,Wuwei,city,cn,🇨🇳,2,12,6000,33,42,30.5,.698,55,75.2,4.5,2,88,,1.5,4.5,4.5,8.5,1,0,8.5,35.5,42.0,4.2,0.8,0.5,,61,35.5,11.2,7.5
cn-zy3,Zhangye,city,cn,🇨🇳,1,8,8000,42,48,30.2,.712,58,75.8,4.2,2,90,,1.5,4.5,4.8,5.5,0,0,5.5,28.5,38.0,3.8,0.5,0.5,,24,35.2,11.8,7.2
cn-klmy,Karamay,city,cn,🇨🇳,0.5,12,24000,8,98,31.5,.808,78,77.5,28.5,1,96,,2.5,5.5,5.8,15.5,3,0,2.5,35.5,8.0,2.8,1.0,2.0,,63,36.5,8.5,5.2
