cn-dy,Deyang,city,cn,🇨🇳,4,38,9500,6,55,33.2,.782,70,78.0,5.2,5,94,,2.2,5.5,5.2,28.5,8,1,42.5,35.2,42.0,3.8,1.2,1.5,,667,37.5,9.2,6.8
cn-my,Mianyang,city,cn,🇨🇳,5,55,11000,20,54,33.5,.795,72,78.2,4.8,8,95,,2.5,5.8,5.5,22.5,12,2,48.5,32.5,52.0,3.8,1.5,2.0,,250,37.2,9.5,6.5
cn-nch,Nanchong,city,cn,🇨🇳,6,38,6333,13,45,33.8,.758,62,76.5,3.8,5,92,,1.8,5.5,4.8,15.5,5,1,42.5,38.5,42.0,4.5,1.2,1.0,,462,36.5,10.2,7.2
cn-dz,Dazhou,city,cn,🇨🇳,5,35,7000,17,42,33.5,.752,60,76.2,4.2,5,92,,1.8,5.2,4.8,15.5,5,0,52.5,38.5,45.0,4.5,1.0,0.8,,294,35.8,10.8,7.2
cn-gy2,Ganzhou,city,cn,🇨🇳,9,62,6889,40,50,31.5,.762,65,77.2,3.8,8,93,,1.8,4.8,4.8,18.5,8,2,75.5,28.5,28.0,4.2,1.0,1.0,,225,34.5,12.5,5.8
cn-jdz,Jingdezhen,city,cn,🇨🇳,2,18,9000,5,65,31.2,.778,68,77.5,5.2,3,94,,2.0,4.8,5.0,22.5,3,0,65.5,28.5,22.0,3.5,1.0,1.2,,400,37.5,9.8,6.8
cn-zj2,Zhanjiang,city,cn,🇨🇳,7,52,7429,13,45,34.5,.768,62,77.5,4.5,5,93,,1.8,3.5,4.8,12.5,8,1,38.5,22.5,22.0,3.8,1.2,1.0,,538,33.2,12.5,5.5
cn-mm,Maoming,city,cn,🇨🇳,6,55,9167,11,45,34.2,.772,65,77.8,5.8,3,93,,1.8,3.2,4.8,18.5,12,1,48.5,22.5,15.0,3.5,1.2,1.0,,545,34.5,12.2,5.8
cn-st,Shantou,city,cn,🇨🇳,6,45,7500,2,70,35.5,.788,72,78.2,4.2,5,95,,2.0,3.2,5.0,25.5,12,1,22.5,25.5,12.0,3.2,1.2,1.2,,2727,35.8,10.8,5.5
cn-jm,Jiangmen,city,cn,🇨🇳,5,55,11000,10,68,34.2,.802,75,79.2,5.5,3,96,,2.0,3.5,5.2,32.5,18,2,48.5,25.5,15.0,3.0,1.2,1.5,,500,36.2,10.2,5.2
cn-qhd,Qinhuangdao,city,cn,🇨🇳,3,28,9333,8,58,31.5,.792,72,78.0,6.5,5,96,,2.5,5.0,5.2,15.5,5,1,42.5,32.5,15.0,3.5,1.2,1.5,,375,39.8,8.2,7.2
cn-cz2,Cangzhou,city,cn,🇨🇳,7,62,8857,14,52,31.2,.772,68,77.2,8.5,5,95,,2.0,4.5,4.8,22.5,12,1,8.5,48.5,12.0,4.0,1.2,1.2,,500,38.2,10.2,6.8
cn-lf,Langfang,city,cn,🇨🇳,5,52,10400,6,62,32.2,.795,75,78.0,7.8,5,96,,2.2,4.5,5.0,28.5,15,3,22.5,42.5,12.0,3.5,1.5,1.8,,833,37.5,9.5,6.2
cn-hs2,Huangshan,city,cn,🇨🇳,1,12,12000,10,55,30.2,.788,68,79.5,3.2,2,94,,2.0,4.2,5.0,8.5,2,1,82.5,18.5,35.0,3.2,0.8,1.0,,100,40.5,8.2,7.8
cn-mz,Meizhou,city,cn,🇨🇳,4,22,5500,16,48,34.2,.748,58,77.5,3.2,3,92,,1.5,3.0,4.5,8.5,3,0,72.5,22.5,28.0,4.8,0.8,0.8,,250,38.5,10.5,7.2
cn-sg,Shaoguan,city,cn,🇨🇳,3,22,7333,19,55,33.8,.765,62,77.8,4.2,3,93,,1.8,3.5,4.8,15.5,5,0,72.5,22.5,38.0,4.0,1.0,1.0,,158,37.5,10.2,6.8
cn-qy,Qingyuan,city,cn,🇨🇳,4,25,6250,19,48,33.5,.758,60,77.5,4.5,2,92,,1.5,3.2,4.5,15.5,3,0,72.5,22.5,42.0,4.2,0.8,0.8,,211,35.8,11.5,6.2
cn-hb2,Huaibei,city,cn,🇨🇳,2,18,9000,3,62,31.5,.778,68,77.0,8.5,3,95,,2.0,4.5,5.0,22.5,3,0,18.5,42.5,8.0,4.5,1.0,1.2,,667,39.5,9.2,7.5
cn-sq,Suqian,city,cn,🇨🇳,6,55,9167,8,60,30.8,.788,70,78.2,5.2,3,96,,2.0,4.2,4.8,22.5,8,2,12.5,38.5,12.0,3.8,1.2,1.5,,750,37.8,10.2,6.5
cn-ha3,Huaian,city,cn,🇨🇳,5,65,13000,10,64,31.2,.798,72,78.8,5.8,5,96,,2.2,4.5,5.0,22.5,12,2,12.5,38.5,12.0,3.5,1.2,1.8,,500,38.2,9.8,6.8
cn-lj,Lianyungang,city,cn,🇨🇳,5,55,11000,8,62,31.0,.792,70,78.5,6.2,5,96,,2.0,4.5,5.0,22.5,12,2,18.5,38.5,12.0,3.8,1.2,1.5,,625,38.5,9.5,6.5
cn-yz2,Yancheng,city,cn,🇨🇳,7,110,15714,17,65,30.8,.798,72,78.5,6.5,8,96,,2.2,4.5,5.2,28.5,15,2,8.5,38.5,18.0,3.5,1.2,1.8,,412,40.5,7.5,7.5
cn-dq,Daqing,city,cn,🇨🇳,3,42,14000,22,68,31.2,.798,72,78.0,22.5,5,97,,2.5,5.5,5.5,25.8,12,1,12.5,22.5,8.0,3.2,1.2,1.5,,136,40.5,6.8,8.2
cn-hrb,Harbin,city,cn,🇨🇳,10,82,8200,53,70,30.8,.788,74,77.8,6.8,48,97,,3.0,6.0,5.5,18.5,12,2,45.5,28.5,12.0,4.8,1.5,1.8,,189,42.5,5.8,8.5
cn-ly3,Lianyuan,city,cn,🇨🇳,3,18,6000,8,48,33.2,.748,58,77.0,4.2,2,92,,1.5,4.8,4.5,15.5,2,0,58.5,32.5,28.0,4.5,0.8,0.8,,375,36.8,10.8,7.2
cn-ey,Enshi,city,cn,🇨🇳,4,22,5500,24,42,33.2,.738,55,76.5,3.2,3,91,,1.8,5.5,5.0,8.5,2,0,72.5,25.5,65.0,4.2,0.8,0.8,,167,34.5,11.5,6.5
cn-bh,Beihai,city,cn,🇨🇳,2,22,11000,4,55,32.8,.778,68,78.2,4.5,3,94,,1.8,3.8,4.8,12.5,5,2,42.5,22.5,18.0,3.5,1.0,1.2,,500,34.2,11.8,5.2
cn-yl,Yulin Guangxi,city,cn,🇨🇳,6,28,4667,13,42,32.5,.738,55,77.0,3.5,3,91,,1.5,3.5,4.5,12.5,3,0,55.5,28.5,35.0,4.5,0.8,0.8,,462,33.8,13.2,6.2
