au-sa,South Australia,state,au,🇦🇺,2,125,67542,984,89,32.5,.940,94,82.5,10.8,5,99,,3.8,4.0,10.5,8.2,18,5,18.5,6.5,55.0,5.5,3.2,1.8,1.2,2,38.2,11.2,7.2
au-ts,Tasmania,state,au,🇦🇺,1,38,54542,68,72,32.2,.928,92,82.0,8.5,2,99,,3.2,3.5,10.8,5.8,3,1,49.5,5.5,88.0,6.2,3.5,1.5,1.2,8,40.2,10.8,7.8
kr-gg,Gyeonggi,state,kr,🇰🇷,14,550,40182,10,92,30.8,.932,98,84.0,9.2,68,99,,2.5,11.5,8.5,25.5,185,8,28.5,24.2,8.0,3.2,2.5,3.2,1.5,1400,38.5,6.2,5.8
kr-bs,Busan,city,kr,🇰🇷,3,95,28182,1,97,31.2,.920,97,83.5,8.8,22,99,,2.2,12.8,8.8,12.5,42,2,28.5,22.5,5.0,3.8,2.2,2.8,1.5,4508,42.5,5.8,7.2
kr-dg,Daegu,city,kr,🇰🇷,2,58,26542,1,98,30.5,.915,97,83.0,6.5,18,99,,2.5,10.8,8.2,18.5,22,1,25.5,25.8,8.0,3.5,2.5,2.5,1.5,2753,40.2,6.5,6.5
kr-ic,Incheon,city,kr,🇰🇷,3,95,32542,1,99,31.5,.925,98,83.2,12.5,15,99,,2.2,10.2,8.5,18.2,85,5,5.5,32.5,5.0,3.2,2.2,3.0,1.5,2792,39.8,6.8,6.0
mx-jl,Jalisco,state,mx,🇲🇽,8,72,8742,79,88,43.2,.768,72,75.8,3.2,62,94,,2.0,1.2,5.5,20.5,18,3,48.5,18.5,28.0,3.5,4.8,0.3,2.5,101,28.5,18.2,5.8
mx-nl,Nuevo León,state,mx,🇲🇽,6,85,14842,65,95,42.8,.812,80,77.2,5.5,42,96,,2.5,1.5,5.8,22.8,35,8,12.5,22.5,22.0,3.8,5.2,0.5,2.8,92,30.2,16.5,5.2
mx-mx,State of Mexico,state,mx,🇲🇽,17,105,6218,22,87,45.5,.738,68,75.5,2.8,52,93,,1.8,1.0,5.2,15.8,18,5,45.5,32.5,15.0,4.5,5.5,0.2,2.2,773,27.8,19.2,5.5
mx-bc,Baja California,state,mx,🇲🇽,4,45,12342,71,92,41.5,.792,78,76.2,3.5,22,95,,2.2,1.2,5.5,22.5,28,5,55.5,22.2,18.0,2.8,4.2,0.4,2.5,56,29.5,17.5,5.2
mx-qr,Quintana Roo,state,mx,🇲🇽,2,22,12542,44,90,42.8,.785,75,77.0,3.2,12,95,,1.8,1.0,5.5,3.5,5,3,72.5,12.5,12.0,3.2,5.8,0.2,2.2,45,29.2,16.8,4.5
ae,UAE,country,,🇦🇪,10,508,50800,84,87,32.5,.911,99,78.2,20.8,82,95,,2.5,1.3,5.8,8.5,420,22,4.5,38.5,0.8,2.5,3.5,1.5,3.8,119,33.5,9.5,1.5
qa,Qatar,country,,🇶🇦,3,220,83521,12,99,41.1,.855,99,80.2,32.5,15,97,,2.8,1.2,3.8,8.2,95,2,0.2,55.5,0.5,0.2,2.8,2.5,4.8,248,33.8,9.2,1.2
kw,Kuwait,country,,🇰🇼,4,175,40658,18,100,39.5,.831,98,78.8,25.2,12,96,,2.6,1.8,5.2,5.8,68,1,0.4,48.5,0.5,1.5,3.2,1.2,3.5,234,33.2,12.5,2.5
jo,Jordan,country,,🇯🇴,11,48,4352,89,91,33.7,.720,67,74.8,2.5,32,98,,2.3,1.4,5.5,15.2,8,2,1.2,42.5,15.0,22.5,4.8,0.3,1.5,124,24.2,22.5,3.8
bg,Bulgaria,country,,🇧🇬,7,95,14342,111,76,40.3,.795,79,74.8,5.8,55,98,,4.2,7.5,8.5,15.2,42,3,35.5,18.2,22.0,4.5,3.8,0.8,1.8,63,45.2,8.5,15.8
hr,Croatia,country,,🇭🇷,4,70,17842,57,58,29.8,.858,82,78.5,4.2,28,99,,3.5,5.8,7.5,12.5,28,2,34.5,15.5,28.0,6.8,3.2,1.2,1.5,70,44.5,8.8,13.2
rs,Serbia,country,,🇷🇸,7,68,9842,88,57,33.1,.802,78,76.2,5.5,52,98,,3.2,5.5,8.8,14.2,22,4,31.5,22.5,28.0,12.5,4.2,0.8,1.8,80,41.8,9.2,14.5
lt,Lithuania,country,,🇱🇹,3,72,25542,65,68,35.4,.875,85,76.0,4.2,22,100,,4.8,6.5,7.2,18.5,42,2,35.2,12.5,28.0,6.5,2.8,1.2,2.5,43,42.5,9.2,14.8
lv,Latvia,country,,🇱🇻,2,42,22542,65,68,34.5,.866,83,75.5,3.5,18,100,,3.5,5.5,6.8,12.5,18,1,54.5,12.2,42.0,7.2,2.8,1.0,2.2,30,43.8,9.5,15.2
ee,Estonia,country,,🇪🇪,1,38,28542,45,69,30.4,.890,90,78.8,8.5,12,100,,3.8,4.5,7.5,15.8,22,2,52.5,8.5,32.0,5.5,2.5,1.5,2.8,30,42.2,9.8,12.5
ma,Morocco,country,,🇲🇦,38,142,3728,447,65,39.5,.683,85,76.5,1.8,42,74,,0.7,1.0,5.5,15.5,38,3,12.5,32.5,18.0,12.5,5.2,0.2,1.8,85,29.5,19.2,5.2
tn,Tunisia,country,,🇹🇳,12,47,3928,164,70,32.8,.732,68,76.8,2.8,28,82,,1.3,2.2,7.2,15.2,18,1,8.5,28.5,12.0,15.5,7.2,0.4,2.2,73,32.5,16.5,6.5
rw,Rwanda,country,,🇷🇼,14,12,862,26,18,43.7,.534,32,69.5,0.1,42,73,,0.1,1.5,5.2,5.5,2,0,28.5,32.5,52.0,1.5,3.8,0.1,2.5,525,19.5,30.2,5.8
sn,Senegal,country,,🇸🇳,18,28,1558,197,49,40.3,.511,42,68.2,0.6,22,52,,0.1,0.3,4.2,8.5,3,1,43.5,38.5,28.0,5.8,3.5,0.1,2.5,91,19.2,33.5,5.5
ci,Côte dIvoire,country,,🇨🇮,28,74,2642,322,52,41.5,.550,28,58.5,0.4,12,48,,0.2,0.4,3.8,12.5,18,1,32.5,42.5,22.0,3.2,4.5,0.1,3.2,87,19.8,35.2,9.8
lk,Sri Lanka,country,,🇱🇰,22,88,3982,66,19,39.8,.782,52,77.0,1.2,42,92,,1.1,4.2,3.8,16.8,12,2,29.8,18.5,52.0,5.5,6.8,0.2,1.2,333,32.5,15.2,6.5
mm,Myanmar,country,,🇲🇲,54,65,1204,677,31,30.7,.585,35,67.5,0.5,175,76,,0.7,0.6,5.2,22.5,12,1,42.5,28.5,48.0,2.2,3.5,0.1,2.8,80,27.8,18.5,8.2
kh,Cambodia,country,,🇰🇭,17,30,1782,181,25,36.1,.593,52,70.2,0.5,55,82,,0.2,0.8,6.2,15.5,18,4,56.5,22.5,55.0,0.8,3.5,0.1,2.2,94,26.5,21.5,5.8
np,Nepal,country,,🇳🇵,30,42,1405,147,21,32.8,.602,42,71.5,0.5,32,68,,0.7,0.3,5.8,5.2,2,0,25.2,42.5,85.0,3.2,5.2,0.2,2.5,204,24.2,20.5,6.2
